Date,User,Tweet
2019-04-30 10:52:55+00:00,ahmetpekcicekli,"Ky nin birlikte hareket grubu 
Günlük haftalık alsat ve trade hisseleri için sizlerde gelin 

https://t.co/um09WsavvF
#garan
#Qnbfb
#tcell
#ykbnk
#vakbn
#boyp
#celebi
#ipeke
#dgzte
#aksgy
#adnac
#memsa
#GUSGR
#durdo
#msgyo
#royal
#merko
#bera
#Alctl
#isgsy
#tskb
#edip
#gsray"
2019-04-30 09:49:04+00:00,unlutrader,"@EYMBorsa https://t.co/mN3kg9brxc herkesi bekleriz
#garan
#Qnbfb
#tcell
#ykbnk
#tskb
#edip
#gsray
#bjkas
#TSPOR
#Avhol
#MRDIN
#NIBAS
#adnac
#memsa
#GUSGR
#durdo
#msgyo
#royal
#merko
#bera
#boyp
#celebi
#ipeke
#dgzte
#aksgy
#adnac
#cment
#Tukas
#MAKTK
#Isgyo
#Sise
#Halkb
#BOSSa
#Clebi"
2019-04-30 07:23:28+00:00,efekentli__,"#PKART 3.50 direnci test etmiş, #QNBFB 6.80 görmüş, alana satana bereketli olsun...."
2019-04-29 19:33:14+00:00,ismailmut64,#asels  #hdfgs  #QNBFB  #ıcbct  #SKTAS  #DENGE   takip  ettiğim  ve portföyündeki  #hisse ler. Hepsi ( ekside )  bir türlü kurtulamadım.
2019-04-29 17:35:36+00:00,hisseyorumlari,#QNBFB 2019/03. ilk çeyreği iyi. bilanço ederi https://t.co/y33V6KqVg1
2019-04-29 16:53:22+00:00,borsagundem,QNB Finansbank'tan ilk çeyrekte 631.3 milyon TL net kar #QNBFB - https://t.co/RoK8I7WEg2 https://t.co/t5QuYKdCyb
2019-04-29 16:31:13+00:00,MatriksHaber,QNBFB Konsolide 2019/3 Aylık DÖNEM NET KARI VEYA ZARARI: 655538000 Yıllık Değ%:15 Grubun Karı (Zararı): 655382000 Yıllık Değ%:15 #QNBFB
2019-04-29 16:30:23+00:00,MatriksHaber,QNBFB Solo 2019/3 Aylık DÖNEM NET KARI VEYA ZARARI: 631343000 Yıllık Değ%:19 #QNBFB
2019-04-29 09:54:43+00:00,efekentli__,"#QNBFB banka olmasına rağmen pek banka gibi davranmayanlardan buda, biraz sığ olmasının etkiside var tabi bunda, 6,54 üzeri düşen kırılır 6,45 ise destek, sıkışmada sona gelmiş artık kırılım yönü izlenmeli. https://t.co/DsPUfUWV9R"
2019-04-28 20:43:57+00:00,merpola,@__ilkbhrduyuru_ Bitmediniz.. #qnbfb
2019-04-26 09:52:21+00:00,aLiakyUznet,"1 Kg. Soğan 7,5₺

#HALKB 5,85₺
#AKBNK 6,14₺
#EREGL 8,78₺
#SAHOL 7,55₺
#SODA 7,57₺
#ASUZU 7,68₺
#DGATE 7,63₺
#QNBFB 6,55₺
#SASA 8,15₺

Soğan alma, Hisse Al!
#YiğitMuhtaçOlmuşKuruSoğana"
2019-04-24 12:45:48+00:00,Caglar_KACAR_,"#QNBFB 6,61-6,62........... 6,46 YA KADAR Kİ SARKMALAR ALIM FIRSATI... 6,67 ÜSTÜNDE ELDE OLMALI... 6,98 İLK DİRENÇ... tahta çok sığ... acele etmeden sakin sakin toplanabilir. yüklenmeye gelmez.. https://t.co/qCTXm1yQDn"
2019-04-23 03:27:30+00:00,emlak_gundemii,"QNB, Türkiye'de Emlak Pazarlayacak #qnbfb #emlak #salibandy 

https://t.co/k4kFZGnLgk https://t.co/IpKPp93DEq"
2019-04-16 08:49:39+00:00,Pan_ec,#enpara #finansbank #qnbfb #qnb #hırsızvar https://t.co/XZnXuxdQ0d
2019-04-10 10:02:04+00:00,piyasalsiyasal,"Yabancı Oranı Sürekli Artan ve Azalan Hisseler (9 Nisan)

Artan: #ISMEN #ANHYT #EGPRO #SANEL #QNBFB #EGEEN #ERBOS #PKART #TAVHL #BFREN #ENKAI #GENTS #THYAO #ULUSE

Azalan: #OZKGY #ANACM #ALGYO #MGROS #GOODY #JANTS #SKBNK #HURGZ #TSKB #ALBRK #CEMTS #CLEBI #DURDO #MAKTK #POLHO https://t.co/f8iPLuDkrO"
2019-04-08 14:06:19+00:00,BorsakZ,"CEMAS : 0,74 X 6756 LOT
SKBNK : 1,07 X 4672 LOT
ASELS : 21,40 X 234 LOT
YAYLA : 0,82 X 6097 LOT
ALARK : 2,53 X 1976 LOT
TIRE :  2,01 X 2487 LOT
QNBFB : 6.63 X 755 LOT
OZGYO : 0,82 X 6097 LOT
OYAYO : 1,14 X 4385 LOT

YATIRIM TAVSİYESİ DEĞİLDİR."
2019-04-08 12:24:42+00:00,BorsakZ,"Seçim sonuçlarındaki belirsizlik  endeksi etkiliyor. 
CEMAS
SKBNK
ASELS
YAYLA
ALARK
TIRE
QNBFB
OZGYO
OYAYO
OSTIM
ODAS
MAKTK
CRFSA
CIMSA
BSOKE
AVGYO
ALCAR
AKFGY
Kapanışa yakın  herbir hisse için 5000 TL  yatırım düşünüyorum.
Düş endeks düş düşki alalım
YATIRIM TAVSİYESİ DEĞİLDİR."
2019-04-05 09:03:02+00:00,piyasalsiyasal,"Yabancı Oranı Sürekli Artan ve Azalan Hisseler (4 Nisan)

Artan: #ISMEN #ANHYT #EGPRO #SANEL  #VESTL #BRSAN #DMSAS #GRNYO #KRDMA #KRDMB #QNBFB #ARSAN #AVISA #EGEEN 

Azalan: #OZKGY #ANACM #ALGYO #ISFIN #MGROS #UTPYA #GOODY #JANTS #PARSN #SKBNK #GOLTS #HURGZ #KATMR #TKNSA #TSKB https://t.co/ZAzkp0YUKf"
2019-04-04 09:20:36+00:00,BORSA_NOTLARI,"YABANCI TAKAS ORANI 10 Gündür SÜREKLİ ARTAN HİSSELER
#ISMEN 
#ANHYT 
#EGPRO 
#BEYAZ 
#SANEL 
#SOKM 
#VESTL 
#YESIL 
#BRSAN 
#DEVA 
#DMSAS 
#FENER 
#GRNYO 
#KOZAA 
#KRDMA 
#KRDMB 
#QNBFB 
#TIRE 
#ACSEL 
#AKSA 
#ARSAN 
#AVISA 
#BLCYT 
#BNTAS 
#BOLUC 
#DAGI 
#EGEEN 
#ERBOS 
#HDFGS https://t.co/SdNvyDGXRx"
2019-03-28 09:01:51+00:00,piyasalsiyasal,"Bugün Genel Kurulu Olan Şirketler:

#DGGYO #YUNSA #BUCIM #QNBFB #PETUN #PNSUT #PINSU #OLMIP #KONYA #BAGFS #RAYSG #ALKIM #DZGYO #ALBRK #ALCAR #KARTN #DENIZ #IDGYO #ORGE #ENKAI #BOYP #BRSAN #AGYO #NUHCM #EGEEN #ENJSA #MAKTK #MNDRS #SASA #TSKB"
2019-03-28 07:43:18+00:00,teknikyolcusu,Böylr bir günde #qnbfb de %7 almak güzel kendi adıma.. alanlarda olmuş sevindim... varantlar da da ufak ufak karlar oldu fazla risk almadan çıktım. Şükür diyelim. Ara ara bakarım ama dediğim gibi henüz bir şey oturmadı
2019-03-28 07:24:25+00:00,teknikyolcusu,#qnbfb %10 a yaklaşıyor kar güzel oldu 😉 tabi burdan sonrası size kalır parçalı  işlem yapabilirsiniz...
2019-03-28 07:17:38+00:00,teknikyolcusu,#qnbfb 3 dakka da %3 verdi. Devam edebilir...
2019-03-28 07:12:33+00:00,teknikyolcusu,#qnbfb #denizden etkilenir
2019-03-28 07:12:11+00:00,teknikyolcusu,Qnbfb denizin hareketlerinden etkileniyor. Deniz tavana doğru giderken onda da hareket olabilir sadece bunu söylemek isterim
2019-03-28 05:48:55+00:00,EngnD,Hedefe ulasmistir QNBFB - #QNBFB TradingView https://t.co/v9ix80mD13
2019-03-27 20:35:56+00:00,hamershamef,@AYI__BOGA Qnbfb ne alakası var
2019-03-27 11:56:01+00:00,BorsaNotlar,Bankacılık endeksini ayakta tutmaya çalışan bankalar #denız #qnbfb artık var gerisini sen düşün
2019-03-25 20:16:26+00:00,PiriKaptanRota,"USDTRY nin sert hareketi ile ciddi düşüş yaşayan başta bankalar olmak üzere bazı hisselerde kısalarda PU yapıları dikkat çekiyor. Özellikle sert düşen banka ve diğer hisselerde önümüzdeki günlerde benzer PU yapıları görülebilir. #VAKBN, #GARAN #HALKB, #ICBTC #QNBFB #TCELL #TTKOM"
2019-03-25 20:16:07+00:00,Piri_KAPTAN,"#USDTRY nin sert hareketi ile ciddi düşüş yaşayan başta bankalar olmak üzere bazı hisselerde kısalarda PU yapıları dikkat çekiyor. Özellikle sert düşen banka ve diğer hisselerde önümüzdeki günlerde benzer PU yapıları görülebilir. #VAKBN, #GARAN #HALKB, #ICBTC #QNBFB #TCELL #TTKOM"
2019-03-23 13:09:15+00:00,M_ilker06,"#megap %9.82
#alcar %9
#msgyo %8 
#celha %7
#bera %5.52
#icbct %5
#mipaz %4.08
#tektu %3.8
#adese %2.71
#vakfn %3
#thyao %4.77
#alark %5
#raysg %4
#sokm %3
#ersu %4
#yesil %6
#btcim %4
#ostim %5
#qnbfb %3.2
devam&gt;&gt;&gt;&gt;&gt;"
2019-03-22 19:39:21+00:00,BorsaNotlar,#QNBFB YTD. https://t.co/VqjAQgOuf2
2019-03-22 19:33:43+00:00,BorsaNotlar,Efsane hafta sonrası haftalık Z raporumuz. Kırmızı olan hisselerin grafiğini aşağıda paylaşıyorum. Bence stop olmamış ama tabi ki benim görüşüm. Yorumları alalım?  #NTHOL #YGGYO #KFEIN #OSTIM #PENGD #ARSAN #QNBFB #DOGUB #GOLTS #ALKA #MAKTK #AKSA #CEMTS #SASA #LIDFA #PRZMA #SEKUR https://t.co/NZSZuWHy8l
2019-03-21 22:47:28+00:00,BorsaNotlar,Takip listeme son günde 3 tane daha ekleme yapıp haftayı kapatalım. Yarın cuma umarım satışlı geçmez. Kimse için yatırım tavsiyesi değildir. Kendime notlarım. #NTHOL #YGGYO #KFEIN #OSTIM #PENGD #ARSAN #QNBFB #DOGUB #GOLTS #ALKA #MAKTK #AKSA #CEMTS #SASA #LIDFA #PRZMA #SEKUR https://t.co/ZtARbMd9kp
2019-03-21 21:37:43+00:00,BorsaNotlar,Z raporumuz. Bugün en çok yükselenlere 2. sıradan girmişiz. :)  #OSTIM #PENGD #ARSAN #QNBFB #DOGUB #GOLTS #ALKA #MAKTK #AKSA #CEMTS #SASA #LIDFA #PRZMA #SEKUR https://t.co/bRkyfcl31j
2019-03-20 23:39:18+00:00,BorsaNotlar,Bu endekste 3 hisse daha listeme ekliyorum. Tabi yarın piyasa nice olacak bakalım. Kesinlikle yatırım tavsiyesi değildir. Kendi notlarımdır. #OSTIM #PENGD #ARSAN #QNBFB #DOGUB #GOLTS #ALKA #MAKTK #AKSA #CEMTS #SASA #LIDFA #PRZMA #SEKUR https://t.co/oRBble1nCv
2019-03-20 19:28:33+00:00,BorsaNotlar,Bugünün Z raporu Dogub gap lı açtı yapacak birşey yok. Qnbfb bu endeks e rağmen kapanışı artı yaptı. YTD. #QNBFB #DOGUB #GOLTS #ALKA #MAKTK #AKSA #CEMTS #SASA #LIDFA #PRZMA #SEKUR https://t.co/Ulp0dPdjHk
2019-03-20 05:52:52+00:00,M_ilker06,#oylum #btcim #goody #qnbfb #ozgyo #crfsa #cimsa bı miktar daha devam edebilir.
2019-03-19 23:43:30+00:00,BorsaNotlar,Takip listeme 3 hisse daha ekledim. Yarın bakalım. Kesinlikle yatırım tavsiyesi değildir. Kendi takip listemdir. #QNBFB #DOGUB #GOLTS #ALKA #MAKTK #AKSA #CEMTS #SASA #LIDFA #PRZMA #SEKUR https://t.co/pK697K2oUf
2019-03-19 23:27:13+00:00,BorsaNotlar,QNBFB EĞİTİM ÇALIŞMASI - #QNBFB grafiği https://t.co/Xhogjrc25M
