Date,User,Tweet
2022-08-31 21:36:01+00:00,mkfaed,"Borsa İstanbul:#TUPRS ve #AYGAZ paylarının sayısı sırasıyla 275.256.514 ve 219.800.767 olarak dikkate alınacak,
söz konusu şirketlerin paylarının fiili dolaşımdaki pay oranları ile #KCHOL paylarının sayısında ve fiili dolaşımdaki pay oranında bir değişikliğe gidilmeyecektir."
2022-08-31 21:25:45+00:00,vveliaht,#tavhl #bimas #kchol https://t.co/3seIsfBUUm
2022-08-31 21:07:54+00:00,Asilturk5002867,"#kchol
Aşağıdaki fiyatlarda tepki beklerim (Fibo, trend ve ağırlıklı ortalamalar çerçevesinde Detaylı Sıralama);

45.52
44.98, 44.72, 44.35, 44.04
43,80, 43.50, 43.12,
42.36, 42.16,    
41.14,   41.04,   
40,52

Teknik Analiz Grafik Çalışmasıdır YTD. https://t.co/dJxY6MHqGN"
2022-08-31 21:01:29+00:00,ismil06,"#bist100 de 
3148 kısa stop ile
Temkinli şekilde takip edilmeli

#eregl #garan ve #kchol gibi
Öncü şirketler de görünüm
Hoş değil.⚠️
Daha Temkinli olmak gerekiyor"
2022-08-31 20:57:32+00:00,Esat6635,#akbnk #arclk #asels #bimas #dohol #ekgyo #eregl #froto #garan #gubrf #halkb #isctr #kchol #kozaa #kozal #krdmd #petkm #pgsus #sahol #sasa  #sise  #tavhl #tcell #thyao #tkfen #toaso #ttkom #tuprs #vestl #ykbnk #xu100 #x30yvade direnç ve destekler 01Eylül2022  geçerlidir YTD https://t.co/OGCDiPSdlh
2022-08-31 20:56:27+00:00,FGM_ANALIZ,Dostlarım ben buyum benden şaklabanlık ve hayal satmam gördüğümü yazarım bazen yanılabilirim hakkınızı helal edin Allah'a emanet olun #bist100 #akbnk #thyao #eregl #asels #garan #endeks #borsa #halkb #ekgyo #sahol #kchol #tcell #arclk #ardyz #arena #armda #krtek #krvgd #kstur https://t.co/bl7Jao5bRu
2022-08-31 20:26:15+00:00,ORiON_0303,#KCHOL https://t.co/OajBbPnZar
2022-08-31 20:18:14+00:00,froggielover23,"Yabancıların Aldığı ve Sattığı Hisseler
https://t.co/P1KhZsq4zo
#dohol #TKFEN #albrk #kchol #BIMAS #froto #VESTL"
2022-08-31 20:01:15+00:00,erdeminan1967,"Güncellenen Model Portföy - Ağustos sonu

#PNSUT #acsel #konka #vakko #KNFRT #ayen #sise  #tezol  #dohol #kchol #ozkgy #tukas 

Yatırım Tavsiyesi Değildir...#imkb"
2022-08-31 19:57:24+00:00,soylularinengin,"1 SMS 10 TL 
#BorsaIstanbul #Borsaİstanbul #BORSA #bist100 #BIST30 #XU030 #xu100 #sasa #garan #aselsan #vakbn #halkbn #thyao #petkm #KONTR #akbnk #kozal #tuprs #gubrf #hektaş #toaso #froto #algyo #kchol https://t.co/cK4Hwj0wzX"
2022-08-31 19:53:46+00:00,dipavcisi_,"rsi #bist30 

#dipavcisi 

#AKBNK #ARCLK #ASELS #BIMAS #EKGYO #EREGL #FROTO #GARAN #GUBRF #HALKB #HEKTS #ISCTR #KCHOL #KOZAA #KOZAL #KRDMD #PETKM #PGSUS #SAHOL #SASA #SISE #TAVHL #TCELL #THYAO #TKFEN #TOASO #TTKOM #TUPRS #VESTL #YKBNK https://t.co/PCLnn5Z8IA"
2022-08-31 19:51:45+00:00,kaya44_34,"1 SMS 10 TL 
#BorsaIstanbul #Borsaİstanbul #BORSA #bist100 #BIST30 #XU030 #xu100 #sasa #garan #aselsan #vakbn #halkbn #thyao #petkm #KONTR #akbnk #kozal #tuprs #gubrf #hektaş #toaso #froto #algyo #kchol https://t.co/wTW0hsiQOL"
2022-08-31 19:43:10+00:00,dipavcisi_,"#kchol 

Günlük Grafik 

Destek 44,55-43,26
Direnç 45,84-47,14

#dipavcisi https://t.co/2Z6GcxQjlF"
2022-08-31 19:14:33+00:00,gemec79,@EconomistAdam Sise  kalekim  kchol
