Date,User,Tweet
2016-12-31 07:55:01+00:00,mustii_33,#bist100 https://t.co/NlykKB0cYP
2016-12-30 21:44:01+00:00,Mehmtbrky,#BORSA  #BİST100  #TEKNİKANALİZ  #AKSA https://t.co/SbaRPsN3C8
2016-12-30 19:30:23+00:00,kanalfinans,"Halil Reçber, 2016 Yılında Piyasalarda Yaşanan Gelişmeleri Değerlendiriyor @HalilRecber #bist100 #usdtry #altın https://t.co/wYpNUFS8Xj https://t.co/uRj5Hdicpt"
2016-12-30 19:20:37+00:00,sanlav_ugur,"@BloombergHT iyi seneler, bist100 için yakın ve önemli tarihler hakkında bilgi lütfen, Fitch e kadar neler var? Saygılar"
2016-12-30 17:39:56+00:00,fx_trader__,"Sonra #bist100 de takipçilerin ankette en fazla 78,134 e oy vermesi.Takipçiler işi biliyor :))"
2016-12-30 15:45:12+00:00,cibelKARA,2016 senesini   on numara bi sekilde kapattık #bist100 de    2017 de  simdiden herkeze hayirli olur insallah
2016-12-30 15:40:40+00:00,kanalfinans,Borsa haftayı yükselişle kapattı #bist100 https://t.co/8I56b5AqVX https://t.co/spIoOrh4h8
2016-12-30 15:36:44+00:00,KptKUTERO,2016 #bist100   -- 40 hisse.. https://t.co/ZM6N22Rm4M
2016-12-30 15:35:25+00:00,yusuf34dogan,"#bist100 gunu %0,39 yukselisle 78.139 puandan kapatti. #Tahvil  faizi %10,63 seviyesinde. Dolar/TL 3,5319 dan islem gorurken, Euro/TL 3,7210"
2016-12-30 15:34:46+00:00,vkrgz,Borsa günü yükselişle tamamladı https://t.co/jijG3uSnAs #borsa #bist #bist100
2016-12-30 15:23:50+00:00,stonehead01,Yeni yıla #arena #ttrak #aselsan #brsan ile giriyoruz. Hadi hayırlısı #bist100
2016-12-30 15:16:45+00:00,ademayan66,2017 #BİST100 HİSSE HİSSE GETİRİ TABLOSU RTW https://t.co/ohlF5YF2Zj
2016-12-30 15:14:03+00:00,BiFinans,"Haftayı ve #2016 yılını kapatirken;
#bist100  78139
#dolar 3,52
#euro 3,71
#altın #ons 1160 #$
Gram 131 #TL

#banka
#BDDK
#finans
#ekonomi"
2016-12-30 15:10:42+00:00,Deniz_Yatirim,"Bist100 2016 yılını (%0,39) 302,81 puan artışla 78138,66 puandan kapattı."
2016-12-30 15:05:40+00:00,NeKonusuyonn,"#bist100 2016 yı  78.138       %+ 0,39    kapattı...."
2016-12-30 15:01:20+00:00,kanalfinans,"BIST-VIOP Teknik Strateji, İntegral Menkul #bist100 https://t.co/8I56b5AqVX https://t.co/bk5RLfCv9l"
2016-12-30 14:00:03+00:00,menkulcomtr,"BİST 100
SON: 77919,92
FARK: 84,07
SAAT: 16:40

#borsa #bist #bist100"
2016-12-30 13:32:49+00:00,VakifYatirimAS,02 – 06 Ocak 2017 Haftalık Piyasa Takvimini incelemek için tıklayınız. https://t.co/C338YOElbk #borsa #döviz #dolar #euro #bist100 #bist https://t.co/iDsZmb48Ep
2016-12-30 13:12:14+00:00,fx_trader__,Yılın son işlem gününde #bist100 #viop30 iyice sıkıştı😂😀😀 https://t.co/3rB9vMipKd
2016-12-30 13:04:13+00:00,EminTayy,"Endeks, yıl kapanışında alçalan direnç üzerinde 200 günlük HO altında işlem görüyor. #bist100 https://t.co/KufSgukhST"
2016-12-30 12:51:07+00:00,gezenhisse,@gezenhisse #bist100 5dk son görünüm https://t.co/TV89YXTCBK https://t.co/z2EFTualkn
2016-12-30 12:25:48+00:00,demirtas2022,Dikkat edilip alkışı unutmamak lazım. @mehmetdaglar45  arka plan teknik resmine dikkat! #bist100 #garan #thyao #halkb #isctr 👏👏👏SNIPER!!
2016-12-30 11:39:47+00:00,cibelKARA,Ne dersiniz #bist100 tam  0 (sıfır)  puan ile kapatabilirmi sizce 😂
2016-12-30 11:19:28+00:00,vkrgz,Borsa günün ilk yarısında yatay seyretti https://t.co/trHDdyVRsT #borsa #bist #bist100
2016-12-30 11:16:37+00:00,sarraf38,Bist100  78.200 direncini geçemez ise satış baskısı gelir
