Date,User,Tweet
2022-11-15 14:01:39+00:00,hamolka34,"Saklamayın söyleyin iflas mı ettiniz? 

@qnbfbdinliyor @qnbfinansbank @qnbfinansbankik @qnbfleasing @QNBeFinans @qnbfinansinvest 
#BORSA #xu100 #hisse @spkgovtr #xu100 #Borsaistanbul #Sasa #vakıfbank #yapikredi #THYAO #ASELS #kontr https://t.co/doCLS5Auwm"
2022-11-15 13:54:36+00:00,hamolka34,"#qnbfinansbank 

Türkiye borsasındaki en karanlık hisse olma yolunda. 

İşin en tuhaf tarafı da olup biten ve geçen bu kadar sürede tek açıklamaları yok. 

Bunun adı ben yaptımdan başka birşey değil. Evet @qnbfbdinliyor anladık siz yaptınız ve güçlüsüniz. 

@qnbfinansbank"
2022-11-15 13:26:20+00:00,DuyguDiskaya3,"🛑%20 KÂR PAYI İLE ÇALIŞMAK İSTERSENİZ MESAJ ATARAK GRUPLARIMIZA KATILABİLİRSİNİZ
💶💶💶💶💶💶💶💶💶💶💶💶
#hubvc #hurgz #iheva #isyat #iztar #kront #jants #vbtyz #ntgaz #qnbfb #dgnmo #kutpo #selec #alka #pkart #hedef  #basgz #alcar #pinsu #polho #poltk #albrk #idgyo #edata https://t.co/saiwxzZTAY"
2022-11-15 12:49:14+00:00,Borsamoney4_,"🟢 AYDA EN AZ %30 KAR GARANTİSİ 

🔵 DETAYLI BİLGİ İÇİN MESAJ ATINIZ!!!

#hubvc #hurgz #iheva #isyat #iztar #kront

#jants #vbtyz #ntgaz #qnbfb #dgnmo #obase

#kutpo #selec #alka #pkart #hedef #basgz #alcar

#pengd #prkme #papil #psdtc  #icbct  #medtr #penta #ditas #sise #srvgy https://t.co/LRN7yQGp0W"
2022-11-15 11:57:25+00:00,Borsamoney4_,"🟢 AYDA EN AZ %30 KAR GARANTİSİ 

🔵 DETAYLI BİLGİ İÇİN MESAJ ATINIZ!!!

#hubvc #hurgz #iheva #isyat #iztar #kront

#jants #vbtyz #ntgaz #qnbfb #dgnmo #obase

#kutpo #selec #alka #pkart #hedef #basgz #alcar

#pengd #prkme #papil #psdtc  #icbct  #medtr #penta #ditas #sise #srvgy https://t.co/jbKAIxHZQL"
2022-11-15 11:13:23+00:00,Captain_06_,#qnbfb #banvt #basgz #ktskr Bir hissede %0'saniz bile zararınız her gün katlaniyordur. Çünkü 1 yıl sonunda enflasyon %100 olurken elindeki hisse yarısını kaybetmiş demektir. Yani beklemenin zararı vardır diye borsada çok konuşulur. Ama beklemek artık eskisinden daha korkunç. 😎
2022-11-15 10:18:38+00:00,hamolka34,@BayanDuygun @qnbfinansbank @qnbfinansbankik @qnbfbdinliyor Efendim duman ya da güvercin tercih etmeniz önerilir.
2022-11-15 10:17:15+00:00,hamolka34,@Cosmos01007 @Akbank @AkbankYatirimci @qnbfbdinliyor @qnbfinansbank Getir getir o hesapta bir meblağ kalır umarım.
2022-11-15 09:11:06+00:00,HasanBilgeKagan,"Fili dolaşım oranı en düşük olan 
İlk 10 hissenin yüzdesel açıklık oranları :
#Qnbfb 0.12
#kent 0.54
#qnbfl 0.60
#klnma 0.92
#cment 2.47
#anelt 3.31 
#snpam 3.95
#tborg 4.31
#isdmr 5.07
#raygs 5.32"
2022-11-15 08:43:36+00:00,ConquerorBadger,@zeynepxaktas Qnbfb unutulmuş
2022-11-15 07:40:45+00:00,hamolka34,@Stekrem123 @serpl5023 @Enparacom @qnbfinansbank Umarız birçok pazartesi geçmez.
2022-11-15 07:39:03+00:00,hamolka34,@aaslanbusra @qnbfinansbank Bir kart dağıtırken bi de kredi çekmek istediğinizde banka gibi davranırlar.
2022-11-15 07:36:58+00:00,hamolka34,@aysenuraka @qnbfinansbank Limitinizin bitmesini bekliyor olabilirler.
