,şimdi,açılış,fark,avg_polar,tweet_count
2022-11-01,102.4,102.3,1.09,0.6343612334801763,454
2022-10-31,101.3,97.7,4.49,0.6304347826086957,460
2022-10-28,96.95,98.7,-2.46,0.6346863468634686,271
2022-10-27,99.4,99.1,0.61,0.6381418092909535,409
2022-10-26,98.8,101.2,-1.69,0.6720977596741344,491
2022-10-25,100.5,100.1,1.01,0.6167400881057269,454
2022-10-24,99.5,98.5,1.58,0.6480769230769231,520
2022-10-21,97.95,99.05,-1.11,0.5950782997762863,447
2022-10-20,99.05,97.6,1.69,0.6405622489959839,498
2022-10-19,97.4,97.7,0.15,0.5653104925053534,467
2022-10-18,97.25,99.7,-1.22,0.629277566539924,526
2022-10-17,98.45,90.4,9.39,0.7007616974972797,919
2022-10-14,90.0,90.2,2.27,0.6596244131455399,426
2022-10-13,88.0,85.6,3.41,0.6666666666666666,492
2022-10-12,85.1,84.6,0.71,0.5775280898876405,445
2022-10-11,84.5,86.3,-1.92,0.6197802197802198,455
2022-10-10,86.15,84.5,2.32,0.6131907308377896,561
2022-10-07,84.2,85.1,-0.59,0.5590551181102362,508
2022-10-06,84.7,84.95,-0.12,0.6204081632653061,490
2022-10-05,84.8,81.6,4.95,0.676923076923077,780
2022-10-04,80.8,79.3,4.06,0.6496062992125984,508
2022-10-03,77.65,71.5,9.99,0.666243654822335,788
2022-09-30,70.6,68.65,2.92,0.601123595505618,356
2022-09-29,68.6,69.45,-0.51,0.6206896551724138,435
2022-09-28,68.95,70.7,-2.89,0.6825396825396826,378
2022-09-27,71.0,69.95,2.31,0.621301775147929,338
2022-09-26,69.4,70.75,-2.05,0.702576112412178,427
2022-09-23,70.85,71.55,-0.63,0.627906976744186,559
2022-09-22,71.3,69.95,2.22,0.6597402597402597,385
2022-09-21,69.75,71.8,-3.73,0.5519125683060109,366
2022-09-20,72.45,69.95,5.38,0.6381578947368421,304
2022-09-19,68.75,74.4,-7.03,0.6282420749279539,347
2022-09-16,73.95,74.45,-0.27,0.5288753799392097,329
2022-09-15,74.15,74.55,-0.2,0.556497175141243,354
2022-09-14,74.3,71.1,4.5,0.6,475
2022-09-13,71.1,75.6,-5.14,0.5753086419753086,405
2022-09-12,74.95,73.9,2.11,0.6508379888268156,358
2022-09-09,73.4,73.5,0.55,0.6445783132530121,332
2022-09-08,73.0,75.9,-2.28,0.6597222222222222,432
2022-09-07,74.7,73.95,1.43,0.6533742331288344,326
2022-09-06,73.65,75.7,-2.0,0.610062893081761,318
2022-09-05,75.15,73.1,4.67,0.6979695431472082,394
2022-09-02,71.8,71.6,0.98,0.6363636363636364,187
2022-09-01,71.1,73.1,-2.74,0.6156716417910447,268
2022-08-31,73.1,71.0,3.76,0.6702412868632708,373
2022-08-29,70.45,69.4,1.08,0.6571428571428571,210
2022-08-26,69.7,70.9,-0.85,0.5802047781569966,293
2022-08-25,70.3,69.3,2.4,0.6338797814207651,366
2022-08-24,68.65,68.2,1.25,0.5895196506550219,458
2022-08-23,67.8,67.8,0.07,0.6589147286821705,258
2022-08-22,67.75,68.5,-1.09,0.5941176470588235,340
2022-08-19,68.5,69.55,-1.65,0.6867469879518072,249
2022-08-18,69.65,68.8,1.38,0.6643356643356644,286
2022-08-17,68.7,68.0,1.25,0.6586826347305389,334
2022-08-16,67.85,63.7,6.68,0.6428571428571429,476
2022-08-15,63.6,62.6,1.92,0.6504854368932039,309
2022-08-12,62.4,61.85,1.63,0.6345609065155807,353
2022-08-11,61.4,61.9,2.08,0.6369047619047619,672
2022-08-10,60.15,58.8,2.65,0.6652046783625731,684
2022-08-09,58.6,58.75,-0.26,0.6652892561983471,242
2022-08-08,58.75,58.4,0.95,0.652,250
2022-08-05,58.2,55.65,5.24,0.7205882352941176,272
2022-08-04,55.3,55.7,0.55,0.6778523489932886,298
2022-08-03,55.0,52.95,5.06,0.678743961352657,414
2022-08-02,52.35,51.8,1.65,0.6360294117647058,272
2022-08-01,51.5,50.75,2.18,0.68,250
2022-07-29,50.4,49.8,1.41,0.6578947368421053,228
2022-07-28,49.7,50.25,0.0,0.7040358744394619,223
2022-07-27,49.7,49.26,1.43,0.6401673640167364,239
2022-07-26,49.0,49.74,-1.09,0.6190476190476191,231
2022-07-25,49.54,50.05,-1.02,0.601593625498008,251
2022-07-22,50.05,51.75,-3.0,0.574468085106383,423
2022-07-21,51.6,51.4,0.49,0.6071428571428571,252
2022-07-20,51.35,51.25,0.49,0.6068965517241379,290
2022-07-19,51.1,49.76,2.24,0.7228915662650602,249
2022-07-18,49.98,49.0,4.26,0.642023346303502,257
2022-07-14,47.94,49.12,-2.56,0.5686274509803921,153
2022-07-13,49.2,50.3,-0.69,0.5538461538461539,195
2022-07-08,49.54,49.06,0.69,0.6198347107438017,121
2022-07-07,49.2,48.52,1.61,0.6122448979591837,196
2022-07-06,48.42,47.34,3.02,0.6026200873362445,229
2022-07-05,47.0,47.8,-1.43,0.5531914893617021,188
2022-07-04,47.68,49.68,-3.29,0.5408163265306123,196
2022-07-01,49.3,47.22,5.34,0.5763358778625954,262
2022-06-30,46.8,45.94,1.34,0.5080213903743316,187
2022-06-29,46.18,48.06,-3.87,0.5,210
2022-06-28,48.04,49.86,-3.07,0.44680851063829785,188
2022-06-27,49.56,49.1,-1.37,0.47096774193548385,155
2022-06-24,50.25,51.0,-0.59,0.5043859649122807,228
2022-06-23,50.55,52.05,-2.88,0.4939759036144578,166
2022-06-22,52.05,51.55,0.29,0.5988700564971752,177
2022-06-21,51.9,50.95,2.06,0.5663716814159292,226
2022-06-20,50.85,49.14,5.54,0.6032171581769437,373
2022-06-17,48.18,47.48,1.77,0.5536723163841808,177
2022-06-16,47.34,48.4,-2.27,0.5568862275449101,167
2022-06-15,48.44,46.98,3.37,0.5764192139737991,229
2022-06-14,46.86,47.3,-0.3,0.657608695652174,184
2022-06-13,47.0,46.5,0.64,0.5422885572139303,201
2022-06-10,46.7,47.9,-3.39,0.5818181818181818,220
2022-06-09,48.34,46.74,3.47,0.5593869731800766,261
2022-06-08,46.72,50.1,-3.59,0.5466666666666666,225
2022-06-07,48.46,48.04,1.25,0.6739130434782609,184
2022-06-06,47.86,48.18,-0.25,0.6102564102564103,195
2022-06-03,47.98,49.88,-3.27,0.673469387755102,196
2022-06-02,49.6,49.48,0.69,0.6904761904761905,168
2022-06-01,49.26,49.76,-1.28,0.5927835051546392,194
2022-05-31,49.9,50.7,0.77,0.5988857938718662,359
2022-05-30,49.52,45.78,10.0,0.6495956873315364,742
2022-05-27,45.02,44.46,1.26,0.6196319018404908,163
2022-05-26,44.46,42.68,4.22,0.6563706563706564,259
2022-05-25,42.66,42.3,1.19,0.6710526315789473,152
