Date,User,Tweet
2017-02-28 19:33:30+00:00,Tiwitbaba,"@BloombergHT 
 bugün, bist100 son yarım saatte ki işlemleri sorarmisin B. Kanlı ya 
Oto. Makinaya Bağladılar 
Kitlediler adeta endeksi"
2017-02-28 17:44:10+00:00,fx_trader__,#bist100 ilk attığımda tepeye yakındı.Şimdi beyaz trend desteğinde.87 bin önemli.ytd https://t.co/0rRE8ZBdw3
2017-02-28 16:11:13+00:00,muratcoskunbu,"Yorucu bir gündü ..Bunlardan 5 gün üst üste gelse ömürden  5 yıl gider ..
Günün sürprizi #PRZMA ..2,81 alım 2,95 kapadı .
#Bist100"
2017-02-28 15:32:23+00:00,vkrgz,Borsa günü düşüşle tamamladı  https://t.co/UfyTbdghXX #borsa #bist #bist100
2017-02-28 15:18:58+00:00,Deniz_Yatirim,"Bist100 günü (%0,33) 287,08 puan düşüşle 87. 478,33 puandan kapattı."
2017-02-28 14:37:22+00:00,Tiwitbaba,"Endeksi
Bir el kumanda ediyor 
Aynı anda tüm kağıtlar (bist100)  hareket ediyor 
Ey #Spk 
ky ile uğraşana kadar 
KY yi yolanlar ile uğraş!"
2017-02-28 14:00:07+00:00,menkulcomtr,"BİST 100
SON: 87568,88
FARK: -196,53
SAAT: 16:43

#borsa #bist #bist100"
2017-02-28 13:54:55+00:00,KemalOzfirat,#bist100 USD teknik olarak Mart başı 26$ kadar bir yukarı deneme daha yapabilir. Ardından satış dalgası gelebilir. https://t.co/LzhwfHDQII
2017-02-28 13:47:26+00:00,halfhedge,"soru: simdi #garan 8,64 u yukari kirarsa nereye? kirmazsa nereye gider ? ben anlayamadim :) #bist100 #viop30 https://t.co/1Gqqko9GPh"
2017-02-28 13:38:53+00:00,halfhedge,#bist100 #viop30 #garan #thyao amerikanin beklenen kadar buyuyememis olmasi borsaya iyi yansiyor
2017-02-28 13:28:59+00:00,HKaradereli,Bist100 şuan 87364.kısa vade de yukarı tepki verebilir.izlemekde kalmakta fayda var.
2017-02-28 12:06:02+00:00,arifcoskun05,"#Bist100  grafiğinde ufak bozulmalar var bankalar öncülüğünde.Mavi çizgi destk kırılması durumunda 
senaryom bu sekilde siyah yer karar yeri https://t.co/4IwIC97CR1"
2017-02-28 10:25:12+00:00,bestcoinfinder,#borsa ne alsanız pahalı çoğu #hisse şimdiden 2 -3 ay geriye gitti mayıs erken geldi ne alsanız pahalı  #bist100
2017-02-28 10:17:13+00:00,vkrgz,Borsa günün ilk yarısında geriledi  https://t.co/gX0kC851Sb #borsa #bist #bist100
2017-02-28 09:00:03+00:00,menkulcomtr,"BİST 100
SON: 87556,57
FARK: -208,84
SAAT: 11:41

#borsa #bist #bist100"
2017-02-28 08:32:53+00:00,hisse_teknik,"@hisse_teknik  #USD_TRL US Dollar _ Turkish Lira -360 Dk.
GÜNCELLEME

#bist100 #bist30 #borsa #viob #endeks #garan #viop #thyao #xu100 #xu30 https://t.co/IXMA3gSpWj"
2017-02-28 07:45:17+00:00,snapsssss,XU100 - BIST100 - Turkish Stocks 1h\u2026 $XU100 https://t.co/X7THpyHfng
2017-02-28 07:43:49+00:00,snapsssss,XU100 - BIST100 - 1h Long setup $XU100 https://t.co/4woI643vJl
2017-02-28 07:41:45+00:00,atakang306,#bist100 #bjkas ve #maktk #dencm sen sıra bekle #mepet sıkıysa daha da sal aşaya
2017-02-28 07:12:43+00:00,vkrgz,Borsa güne yatay başladı  https://t.co/cuF6NcWWbh #borsa #bist #bist100
2017-02-28 07:03:17+00:00,kanalfinans,"Trump’ın konuşması öncesi sakin seyir, İş Yatırım #bist100 https://t.co/8I56b5AqVX https://t.co/cDjGt6oFlT"
2017-02-28 06:41:26+00:00,kanalfinans,"Zeynel Balcı'nın, BİST100 ve VİOP30 Borsa Yorumları #bist100 @zeynelbalci https://t.co/8I56b5AqVX https://t.co/cCBcAhOuhG"
2017-02-28 06:22:43+00:00,kanalfinans,"Belgin Maviş Yazdı: Herkes Susacak, Trump Konuşacak @BelginMavis #bist100 https://t.co/rt2WZ9jFQd https://t.co/9LPNxXCFKL"
2017-02-28 06:14:31+00:00,moto_kitap,2016 Yılı 12 Aylık Kar Rakamları #BilançoAnalizi https://t.co/npO8Kw4Ew5 @eborsahaber aracılığıyla (Güncellendi) #bist #bist100 #hisse
2017-02-28 06:08:55+00:00,moto_kitap,Bugün Açıklanacak Önemli Ekonomik Veriler #VeriTakvimi https://t.co/Xo57jdKU3G @eborsahaber aracılığıyla #usdtry #bist #bist100
2017-02-28 06:03:27+00:00,kanalfinans,Ergün Tekgül’ün Borsa ve Dolar Kuru Yorumu: Son Gün! https://t.co/8I56b5AqVX #bist100 @erguntekgul https://t.co/xB3HmTAZEy
2017-02-28 06:00:03+00:00,menkulcomtr,"BİST 100
SON: 87765,41
FARK: 0,00
SAAT: 18:10

#borsa #bist #bist100"
2017-02-27 15:37:30+00:00,vkrgz,Borsa günü düşüşle tamamladı  https://t.co/JEBVoZt22X #borsa #bist #bist100
2017-02-27 15:13:44+00:00,mytepe,"Akbank : 1tl nominal değerli paya brut 0,225TL, net 0,19125TL kar payı dağıtılmasına karar verildi #akbnk #bist100"
2017-02-27 15:11:48+00:00,Deniz_Yatirim,"Bist100 günü (%0,56) 493,04 puan düşüşle 87.765,41 puandan kapattı."
2017-02-27 14:51:54+00:00,viopkorsani,Kapanışa 10 Dk. kala #bist100 #xu100 beyaz çizginin 88131 in altında kapanış olacak gibi #viop #vob https://t.co/XNU7FD0smS
2017-02-27 14:00:03+00:00,menkulcomtr,"BİST 100
SON: 88131,12
FARK: -127,33
SAAT: 16:43

#borsa #bist #bist100"
2017-02-27 11:40:51+00:00,kanalfinans,Halil Reçber'in XU30 Günlük ve Haftalık Borsa Yorumları #bist100 https://t.co/8I56b5AqVX https://t.co/A74OI1RFkA
2017-02-27 11:28:06+00:00,viopkorsani,"#xu100 #bist100 beyaz 88131, mor 88992, kahverengi 89336.Cuma günü beyazın altına sarksada kapanış beyazın üzerinde gerçekleşti #viop #vob https://t.co/iUZftRCYZY"
2017-02-27 10:22:18+00:00,vkrgz,Borsa günün ilk yarısında geriledi https://t.co/9wESpPGDNz #borsa #bist #bist100
2017-02-27 10:11:18+00:00,moto_kitap,#Borsa Ne Oldu? - https://t.co/63RMOcZgIU #eborsahaber #bist #bist100 #hisse https://t.co/Ul4NLYGI1M
2017-02-27 09:27:33+00:00,HuseyinFLZ,"@kahraman_harun şahsen teknik konusunda çok zayıf olduğum için temeline bakarak bist100,50,30,tmt25 ve sınai 100 içerisindeki hisselerden"
2017-02-27 08:59:18+00:00,onuraltin59,Yılbaşından bu yana yabancılar #bist100 de ne yapıyor ? @ekonomist'ten Sevgili @Cerenn_91 yorumladık... https://t.co/jyD4MPIEUT
2017-02-27 07:27:32+00:00,vkrgz,Borsa haftaya yükselişle başladı https://t.co/XH47GY3gDg #borsa #bist #bist100
2017-02-27 07:20:55+00:00,kanalfinans,Trump ile balayı boşanma ile sonuçlanır mı? İş Yatırım #bist100 https://t.co/8I56b5AqVX https://t.co/HZYCMe8KPf
2017-02-27 07:11:10+00:00,Phillip_Capital,Günlük Bülten https://t.co/rnOYLzrtLX  #bülten #ekonomi #haber #analiz #trade #bist #viop #endeks #lme #cme #pay #altın #gümüş #bist100 https://t.co/iv5zDYTatW
2017-02-27 06:55:32+00:00,BorsakurduBTA,"#xu100 #bist100 #hisse #borsa #bist #analiz #yorum

https://t.co/npcukiefud

Analizi okuduktan sonra RT yaparak katılımı arttırabilirsiniz 🔄"
2017-02-27 06:40:29+00:00,kanalfinans,"Zeynel Balcı'nın, BİST100 ve VİOP30 Borsa Yorumları #bist100 @zeynelbalci https://t.co/8I56b5S1Nv https://t.co/111jkT1pKv"
2017-02-27 06:29:58+00:00,kanalfinans,"Trump Ve Yellen Açıklamaları Olmadan, Hafta Geçer mi? @BelginMavis #bist100 https://t.co/rt2WZ9jFQd https://t.co/6PRCUveqqP"
